/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_val2014_000000562243.jpg,"[[291, 131, 438, 278]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000288841.jpg,"[[537, 163, 580, 206]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_val2014_000000558171.jpg,"[[368, 114, 408, 154]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000462955.jpg,"[[122, 56, 240, 174]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000006590.jpg,"[[280, 132, 344, 196]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000094268.jpg,"[[165, 78, 206, 119]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_val2014_000000231589.jpg,"[[296, 112, 355, 171]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_val2014_000000461715.jpg,"[[198, 85, 252, 139]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000088609.jpg,"[[375, 82, 491, 198]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,"[[4982, 998, 5042, 1058]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/emodb_small/images/gs84txnh5el02zkbp9.jpg,"[[88, 17, 146, 75]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000137029.jpg,"[[222, 27, 372, 177]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000524651.jpg,"[[174, 159, 210, 195]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000274642.jpg,"[[233, 67, 325, 159]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_hzo04gqf487tm689.jpg,"[[134, 32, 184, 82]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_8bcjgl84a80cguy5.jpg,"[[361, 37, 430, 106]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_val2014_000000110392.jpg,"[[224, 80, 328, 184]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000252801.jpg,"[[298, 107, 369, 178]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000107072.jpg,"[[205, 68, 259, 122]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_7qztqnocqk4d67lc.jpg,"[[817, 52, 868, 103]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000269588.jpg,"[[162, 113, 213, 164]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000106596.jpg,"[[222, 52, 302, 132]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000334220.jpg,"[[152, 99, 204, 151]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_hqxrmmcc6c2zqzr4.jpg,"[[101, 29, 170, 98]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000389772.jpg,"[[276, 64, 323, 111]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_jbtqq5ahai9ylby3.jpg,"[[150, 298, 198, 346], [273, 389, 336, 452], [62, 730, 172, 840], [295, 842, 353, 900]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000360548.jpg,"[[395, 183, 443, 231]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000042312.jpg,"[[335, 71, 474, 210]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,"[[361, 327, 496, 462]]"
/Users/nealdesai/Documents/CSClasses/CS766-CV/project/emotic/mscoco/images/COCO_train2014_000000230061.jpg,"[[199, 216, 241, 258]]"
